TIME,GEO,PRODUCT,CONSOM,UNIT,TAX,CURRENCY,Value
1/1/2009,SK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.1693
1/1/2009,FI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.0663
1/1/2009,FI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.0552
1/1/2009,FI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.0663
1/1/2009,FI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.0689
1/1/2009,FI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.0574
1/1/2009,FI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.0689
1/1/2009,FI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.0841
1/1/2009,FI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.07
1/1/2009,FI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.0841
1/1/2009,SE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.0662
1/1/2009,SE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.0607
1/1/2009,SE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.719
1/1/2009,SE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.0667
1/1/2009,SE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.0611
1/1/2009,SE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.724
1/1/2009,SE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.0832
1/1/2009,SE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.0763
1/1/2009,SE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.904
1/1/2009,UK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.1077
1/1/2009,UK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.1104
1/1/2009,UK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.0963
1/1/2009,UK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.1117
1/1/2009,UK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.1145
1/1/2009,UK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.0998
1/1/2009,UK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.1283
1/1/2009,UK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.1315
1/1/2009,UK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.1147
1/1/2009,IS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,:
1/1/2009,IS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,:
1/1/2009,IS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,:
1/1/2009,IS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,:
1/1/2009,IS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,:
1/1/2009,IS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,:
1/1/2009,IS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,:
1/1/2009,IS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,:
1/1/2009,IS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,:
1/1/2009,LI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,:
1/1/2009,LI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,:
1/1/2009,LI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,:
1/1/2009,LI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,:
1/1/2009,LI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,:
1/1/2009,LI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,:
1/1/2009,LI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,:
1/1/2009,LI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,:
1/1/2009,LI,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,:
1/1/2009,NO,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.0669
1/1/2009,NO,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.05
1/1/2009,NO,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.595
1/1/2009,NO,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.079
1/1/2009,NO,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.059
1/1/2009,NO,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.703
1/1/2009,NO,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.0987
1/1/2009,NO,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.0737
1/1/2009,NO,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.878
1/1/2009,ME,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,:
1/1/2009,ME,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,:
1/1/2009,ME,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,:
1/1/2009,ME,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,:
1/1/2009,ME,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,:
1/1/2009,ME,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,:
1/1/2009,ME,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,:
1/1/2009,ME,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,:
1/1/2009,ME,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,:
1/1/2009,MK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,:
1/1/2009,MK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,:
1/1/2009,MK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,:
1/1/2009,MK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,:
1/1/2009,MK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,:
1/1/2009,MK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,:
1/1/2009,MK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,:
1/1/2009,MK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,:
1/1/2009,MK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,:
1/1/2009,RS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,:
1/1/2009,RS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,:
1/1/2009,RS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,:
1/1/2009,RS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,:
1/1/2009,RS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,:
1/1/2009,RS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,:
1/1/2009,RS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,:
1/1/2009,RS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,:
1/1/2009,RS,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,:
1/1/2009,TR,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.0754
1/1/2009,TR,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.1338
1/1/2009,TR,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.1622
1/1/2009,TR,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.078
1/1/2009,TR,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.1384
1/1/2009,TR,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.1678
1/1/2009,TR,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.092
1/1/2009,TR,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.1633
1/1/2009,TR,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.198
1/1/2009,BA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,:
1/1/2009,BA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,:
1/1/2009,BA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,:
1/1/2009,BA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,:
1/1/2009,BA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,:
1/1/2009,BA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,:
1/1/2009,BA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,:
1/1/2009,BA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,:
1/1/2009,BA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,:
1/1/2009,XK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,:
1/1/2009,XK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,:
1/1/2009,XK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,:
1/1/2009,XK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,:
1/1/2009,XK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,:
1/1/2009,XK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,:
1/1/2009,XK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,:
1/1/2009,XK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,:
1/1/2009,XK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,:
1/1/2009,MD,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,:
1/1/2009,MD,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,:
1/1/2009,MD,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,:
1/1/2009,MD,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,:
1/1/2009,MD,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,:
1/1/2009,MD,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,:
1/1/2009,MD,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,:
1/1/2009,MD,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,:
1/1/2009,MD,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,:
1/1/2009,UA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,:
1/1/2009,UA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,:
1/1/2009,UA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,:
1/1/2009,UA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,:
1/1/2009,UA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,:
1/1/2009,UA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,:
1/1/2009,UA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,:
1/1/2009,UA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,:
1/1/2009,UA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,:
7/1/2009,EU28,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.0913
7/1/2009,EU28,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.0913
7/1/2009,EU28,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.0913
7/1/2009,EU28,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.1024
7/1/2009,EU28,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.1024
7/1/2009,EU28,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.1024
7/1/2009,EU28,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.1251
7/1/2009,EU28,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.1251
7/1/2009,EU28,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.1251
7/1/2009,EU27,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.0913
7/1/2009,EU27,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.0911
7/1/2009,EU27,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.0913
7/1/2009,EU27,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.1024
7/1/2009,EU27,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.1022
7/1/2009,EU27,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.1024
7/1/2009,EU27,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.1251
7/1/2009,EU27,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.1249
7/1/2009,EU27,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.1251
7/1/2009,EA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.0923
7/1/2009,EA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.088
7/1/2009,EA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.0923
7/1/2009,EA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.1062
7/1/2009,EA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.1013
7/1/2009,EA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.1062
7/1/2009,EA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.1296
7/1/2009,EA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.1236
7/1/2009,EA,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.1296
7/1/2009,BE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.0987
7/1/2009,BE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.0865
7/1/2009,BE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.0987
7/1/2009,BE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.1079
7/1/2009,BE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.0946
7/1/2009,BE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.1079
7/1/2009,BE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.1305
7/1/2009,BE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.1144
7/1/2009,BE,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.1305
7/1/2009,BG,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.0634
7/1/2009,BG,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.1418
7/1/2009,BG,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.124
7/1/2009,BG,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.0639
7/1/2009,BG,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.1429
7/1/2009,BG,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.125
7/1/2009,BG,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.0767
7/1/2009,BG,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.1715
7/1/2009,BG,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,0.15
7/1/2009,CZ,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.111
7/1/2009,CZ,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.1548
7/1/2009,CZ,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,2.86
7/1/2009,CZ,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.1122
7/1/2009,CZ,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.1564
7/1/2009,CZ,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,2.89
7/1/2009,CZ,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.1335
7/1/2009,CZ,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,PPS,0.1862
7/1/2009,CZ,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,NAT,3.44
7/1/2009,DK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,EUR,0.063
7/1/2009,DK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,PPS,0.045
7/1/2009,DK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,NAT,0.4691
7/1/2009,DK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,EUR,0.092
7/1/2009,DK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,PPS,0.0658
7/1/2009,DK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,NAT,0.6851
7/1/2009,DK,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,EUR,0.214
